-DOCSTART- -X- -X- O
with O O I-PLOT
her O O I-PLOT

in O O O
what O O O
sci O O B-GENRE
fi O O I-GENRE
film O O O
is O O O
a O O B-PLOT
giant O O I-PLOT
gorilla O O I-PLOT
capture O O I-PLOT
and O O I-PLOT
taken O O I-PLOT
to O O I-PLOT
new O O I-PLOT
york O O I-PLOT
city O O I-PLOT
against O O I-PLOT
his O O I-PLOT
will O O I-PLOT

in O O O
what O O O
science O O B-GENRE
fiction O O I-GENRE
movie O O O
does O O O
arnold O O B-ACTOR
use O O O
the O O O
classic O O O
catch O O O
phrase O O O
i O O B-QUOTE
ll O O I-QUOTE
be O O I-QUOTE
back O O I-QUOTE

in O O O
what O O O
sequel O O B-RELATIONSHIP
does O O O
liam O O B-ACTOR
neeson O O I-ACTOR
once O O B-PLOT
again O O I-PLOT
have O O I-PLOT
to O O I-PLOT
track O O I-PLOT
down O O I-PLOT
his O O I-PLOT
daughter O O I-PLOT
and O O I-PLOT
her O O I-PLOT
kidnappers O O I-PLOT

in O O O
what O O O
sequel O O B-RELATIONSHIP
to O O O
the O O O
hit O O O
comedy O O B-GENRE
finds O O O
a O O B-PLOT
group O O I-PLOT
of O O I-PLOT
friends O O I-PLOT
stranded O O I-PLOT
in O O I-PLOT
singapore O O I-PLOT

in O O O
what O O O
steven O O B-DIRECTOR
speilberg O O I-DIRECTOR
movie O O O
does O O O
oskar O O B-CHARACTER_NAME
feel O O B-PLOT
compelled O O I-PLOT
to O O I-PLOT
turn O O I-PLOT
his O O I-PLOT
factory O O I-PLOT
into O O I-PLOT
a O O I-PLOT
refuge O O I-PLOT
for O O I-PLOT
jews O O I-PLOT

in O O O
what O O O
suspense O O B-GENRE
film O O O
from O O O
alfred O O B-DIRECTOR
hitchcock O O I-DIRECTOR
does O O O
a O O O
lame O O B-PLOT
man O O I-PLOT
solve O O I-PLOT
a O O I-PLOT
murder O O I-PLOT
with O O I-PLOT
only O O I-PLOT
his O O I-PLOT
binoculars O O I-PLOT

in O O O
what O O O
terry O O B-DIRECTOR
gilliam O O I-DIRECTOR
movie O O O
does O O O
graham O O B-ACTOR
chapman O O I-ACTOR
play O O O
arthur O O B-CHARACTER_NAME
the O O O
king O O O
of O O O
the O O O
britons O O O

in O O O
what O O O
time O O B-GENRE
travel O O I-GENRE
film O O B-RELATIONSHIP
franchise O O I-RELATIONSHIP
does O O O
a O O O
teenage O O B-PLOT
boy O O I-PLOT
have O O I-PLOT
to O O I-PLOT
learn O O I-PLOT
lessons O O I-PLOT
of O O I-PLOT
his O O I-PLOT
own O O I-PLOT
ego O O I-PLOT
as O O I-PLOT
well O O I-PLOT
as O O I-PLOT
being O O I-PLOT
grateful O O I-PLOT
for O O I-PLOT
what O O I-PLOT
he O O I-PLOT
has O O I-PLOT
and O O I-PLOT
finds O O I-PLOT
a O O I-PLOT
way O O I-PLOT
to O O I-PLOT
make O O I-PLOT
his O O I-PLOT
family O O I-PLOT
s O O I-PLOT
life O O I-PLOT
better O O I-PLOT
in O O I-PLOT
the O O I-PLOT
present O O I-PLOT

in O O O
which O O O
1968 O O B-YEAR
classic O O B-OPINION
did O O O
we O O O
hear O O O
the O O O
phrase O O O
open O O B-QUOTE
the O O I-QUOTE
pod O O I-QUOTE
bay O O I-QUOTE
doors O O I-QUOTE
hal O O I-QUOTE

in O O O
which O O O
1970 O O B-YEAR
s O O O
movie O O O
did O O O
tim O O B-ACTOR
curry O O I-ACTOR
play O O O
a O O B-PLOT
transvestite O O I-PLOT
scientist O O I-PLOT
named O O I-PLOT
dr O O B-CHARACTER_NAME
frank O O I-CHARACTER_NAME
n O O I-CHARACTER_NAME
furter O O I-CHARACTER_NAME
who O O B-PLOT
was O O I-PLOT
from O O I-PLOT
transsylvania O O I-PLOT

in O O O
which O O O
1991 O O B-YEAR
disney O O B-DIRECTOR
movie O O O
did O O O
paige O O B-ACTOR
o O O I-ACTOR
hara O O I-ACTOR
lend O O O
her O O O
voice O O O
to O O O
the O O O
lead O O O
character O O O
belle O O B-CHARACTER_NAME

in O O O
which O O O
1993 O O B-YEAR
did O O O
we O O O
hear O O O
holly O O B-ACTOR
hunter O O I-ACTOR
use O O O
not O O O
my O O O
speaking O O B-QUOTE
voice O O I-QUOTE
but O O I-QUOTE
my O O I-QUOTE
mind O O I-QUOTE
s O O I-QUOTE
voice O O I-QUOTE

in O O O
which O O O
1995 O O B-YEAR
movie O O O
did O O O
brad O O B-ACTOR
pitt O O I-ACTOR
s O O O
character O O O
david O O B-CHARACTER_NAME
mills O O I-CHARACTER_NAME
find O O B-PLOT
his O O I-PLOT
wife O O I-PLOT
s O O I-PLOT
decapitated O O I-PLOT
head O O I-PLOT
in O O I-PLOT
a O O I-PLOT
box O O I-PLOT

in O O O
which O O O
animated O O B-GENRE
movie O O O
did O O O
steve O O B-ACTOR
carell O O I-ACTOR
play O O O
a O O B-PLOT
thief O O I-PLOT
who O O I-PLOT
is O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
steal O O I-PLOT
the O O I-PLOT
moon O O I-PLOT

in O O O
which O O O
film O O O
does O O O
a O O B-PLOT
pair O O I-PLOT
of O O I-PLOT
nyc O O I-PLOT
cops O O I-PLOT
in O O I-PLOT
the O O I-PLOT
narcotics O O I-PLOT
bureau O O I-PLOT
stumble O O I-PLOT
onto O O I-PLOT
a O O I-PLOT
drug O O I-PLOT
smuggling O O I-PLOT
job O O I-PLOT
with O O I-PLOT
a O O I-PLOT
french O O I-PLOT
connection O O I-PLOT

in O O O
which O O O
film O O O
does O O O
a O O O
preview O O B-PLOT
tour O O I-PLOT
of O O I-PLOT
a O O I-PLOT
theme O O I-PLOT
park O O I-PLOT
suffer O O I-PLOT
a O O I-PLOT
major O O I-PLOT
power O O I-PLOT
breakdown O O I-PLOT
that O O I-PLOT
allows O O I-PLOT
its O O I-PLOT
cloned O O I-PLOT
dinosaur O O I-PLOT
exhibits O O I-PLOT
to O O I-PLOT
run O O I-PLOT
amok O O I-PLOT

in O O O
which O O O
film O O O
does O O O
a O O B-PLOT
robotic O O I-PLOT
assassin O O I-PLOT
from O O I-PLOT
a O O I-PLOT
post O O I-PLOT
apocalyptic O O I-PLOT
future O O I-PLOT
travel O O I-PLOT
back O O I-PLOT
in O O I-PLOT
time O O I-PLOT
to O O I-PLOT
eliminate O O I-PLOT
a O O I-PLOT
waitress O O I-PLOT
whose O O I-PLOT
son O O I-PLOT
will O O I-PLOT
grow O O I-PLOT
up O O I-PLOT
and O O I-PLOT
lead O O I-PLOT
humanity O O I-PLOT
in O O I-PLOT
a O O I-PLOT
war O O I-PLOT
against O O I-PLOT
machines O O I-PLOT

in O O O
which O O O
film O O O
does O O O
competition O O B-PLOT
between O O I-PLOT
the O O I-PLOT
maid O O I-PLOT
of O O I-PLOT
honor O O I-PLOT
and O O I-PLOT
a O O I-PLOT
bridesmaid O O I-PLOT
over O O I-PLOT
who O O I-PLOT
is O O I-PLOT
the O O I-PLOT
bride O O I-PLOT
s O O I-PLOT
best O O I-PLOT
friend O O I-PLOT
threaten O O I-PLOT
to O O I-PLOT
upend O O I-PLOT
the O O I-PLOT
life O O I-PLOT
of O O I-PLOT
an O O I-PLOT
out O O I-PLOT
of O O I-PLOT
work O O I-PLOT
pastry O O I-PLOT
chef O O I-PLOT

in O O O
which O O O
film O O O
focuses O O O
on O O O
the O O O
claustrophobic O O B-PLOT
world O O I-PLOT
of O O I-PLOT
a O O I-PLOT
wwii O O I-PLOT
german O O I-PLOT
u O O I-PLOT
boat O O I-PLOT
boredom O O I-PLOT
filth O O I-PLOT
and O O I-PLOT
sheer O O I-PLOT
terror O O I-PLOT

in O O O
which O O O
holiday O O B-GENRE
classic O O B-OPINION
does O O O
an O O O
angel O O B-PLOT
get O O I-PLOT
his O O I-PLOT
wings O O I-PLOT
by O O I-PLOT
showing O O I-PLOT
a O O I-PLOT
hapless O O I-PLOT
man O O I-PLOT
what O O I-PLOT
would O O I-PLOT
happen O O I-PLOT
if O O I-PLOT
he O O I-PLOT
had O O I-PLOT
never O O I-PLOT
existed O O I-PLOT

in O O O
which O O O
marx O O B-DIRECTOR
brother O O I-DIRECTOR
movie O O O
in O O O
a O O B-PLOT
series O O I-PLOT
of O O I-PLOT
comedic O O I-PLOT
events O O I-PLOT
end O O I-PLOT
up O O I-PLOT
onstage O O I-PLOT
at O O I-PLOT
a O O I-PLOT
crazy O O I-PLOT
opera O O I-PLOT

in O O O
which O O O
movie O O O
are O O O
there O O O
superheroes O O B-PLOT
as O O I-PLOT
characters O O I-PLOT

in O O O
which O O O
movie O O O
did O O O
a O O B-PLOT
group O O I-PLOT
of O O I-PLOT
random O O I-PLOT
strangers O O I-PLOT
get O O I-PLOT
trapped O O I-PLOT
in O O I-PLOT
a O O I-PLOT
shopping O O I-PLOT
mall O O I-PLOT
surrounded O O I-PLOT
by O O I-PLOT
flesh O O I-PLOT
eating O O I-PLOT
zombies O O I-PLOT

in O O O
which O O O
movie O O O
did O O O
adam O O B-ACTOR
sandler O O I-ACTOR
play O O O
a O O O
character O O O
and O O O
his O O O
characters O O O
annoying O O O
twin O O O
sister O O O

in O O O
which O O O
movie O O O
did O O O
gwyneth O O B-ACTOR
paltrow O O I-ACTOR
play O O O
a O O B-PLOT
singer O O I-PLOT
who O O I-PLOT
went O O I-PLOT
to O O I-PLOT
rehab O O I-PLOT
for O O I-PLOT
alcoholism O O I-PLOT

in O O O
which O O O
movie O O O
did O O O
robert O O B-ACTOR
patrick O O I-ACTOR
play O O O
the O O O
t O O B-PLOT
1000 O O I-PLOT
a O O I-PLOT
machine O O I-PLOT
sent O O I-PLOT
to O O I-PLOT
kill O O I-PLOT
john O O B-CHARACTER_NAME
conner O O I-CHARACTER_NAME

in O O O
which O O O
movie O O O
does O O O
a O O B-PLOT
female O O I-PLOT
surfer O O I-PLOT
overcomes O O I-PLOT
obstacles O O I-PLOT
after O O I-PLOT
losing O O I-PLOT
her O O I-PLOT
arm O O I-PLOT
due O O I-PLOT
to O O I-PLOT
a O O I-PLOT
shark O O I-PLOT
attack O O I-PLOT

in O O O
which O O O
movie O O O
does O O O
christian O O B-ACTOR
bale O O I-ACTOR
play O O O
a O O O
fallen O O B-PLOT
superhero O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
save O O I-PLOT
gotham O O I-PLOT
city O O I-PLOT
from O O I-PLOT
nuclear O O I-PLOT
destruction O O I-PLOT

in O O O
which O O O
movie O O O
does O O O
matt O O B-ACTOR
damon O O I-ACTOR
plays O O O
a O O B-PLOT
mathematical O O I-PLOT
genius O O I-PLOT
working O O I-PLOT
as O O I-PLOT
a O O I-PLOT
janitor O O I-PLOT
who O O I-PLOT
gets O O I-PLOT
help O O I-PLOT
from O O I-PLOT
a O O I-PLOT
psychologist O O I-PLOT
to O O I-PLOT
find O O I-PLOT
direction O O I-PLOT
in O O I-PLOT
his O O I-PLOT
life O O I-PLOT

in O O O
which O O O
movie O O O
has O O O
the O O O
protaganist O O B-PLOT
been O O I-PLOT
a O O I-PLOT
princess O O I-PLOT

in O O O
which O O O
movie O O O
was O O O
a O O O
man O O B-PLOT
sent O O I-PLOT
back O O I-PLOT
in O O I-PLOT
time O O I-PLOT
to O O I-PLOT
protech O O I-PLOT
sarah O O B-CHARACTER_NAME
connor O O I-CHARACTER_NAME
from O O B-PLOT
a O O I-PLOT
machine O O I-PLOT
from O O I-PLOT
the O O I-PLOT
future O O I-PLOT

in O O O
which O O O
time O O B-GENRE
travel O O I-GENRE
movie O O O
do O O O
four O O B-PLOT
hapless O O I-PLOT
friends O O I-PLOT
find O O I-PLOT
themselves O O I-PLOT
stuck O O I-PLOT
in O O I-PLOT
the O O I-PLOT
80 O O I-PLOT
s O O I-PLOT
after O O I-PLOT
a O O I-PLOT
malfunction O O I-PLOT
of O O I-PLOT
a O O I-PLOT
jacuzzi O O I-PLOT

is O O O
facebook O O B-PLOT
a O O I-PLOT
real O O I-PLOT
company O O I-PLOT
or O O I-PLOT
is O O I-PLOT
this O O I-PLOT
just O O I-PLOT
a O O I-PLOT
fictional O O I-PLOT
portrayle O O I-PLOT
in O O O
the O O O
movie O O O

it O O O
s O O O
famously O O O
cold O O O
in O O O
this O O O
murder O O B-GENRE
mystery O O I-GENRE
film O O O
where O O O
the O O O
lead O O O
investigator O O O
is O O O
played O O O
by O O O
frances O O B-ACTOR
mcdormand O O I-ACTOR

it O O O
s O O O
megatron O O B-CHARACTER_NAME
starscream O O I-CHARACTER_NAME
and O O O
the O O B-PLOT
deceptions O O I-PLOT
against O O I-PLOT
optimus O O B-CHARACTER_NAME
prime O O I-CHARACTER_NAME
and O O B-PLOT
the O O I-PLOT
autobots O O I-PLOT
once O O I-PLOT
again O O I-PLOT
in O O O
this O O O
2011 O O B-YEAR
movie O O O

it O O O
s O O O
the O O O
film O O O
directed O O O
by O O O
sofia O O B-DIRECTOR
coppola O O I-DIRECTOR
in O O O
which O O O
bill O O B-ACTOR
murray O O I-ACTOR
and O O O
scarlett O O B-ACTOR
johansen O O I-ACTOR
meet O O B-PLOT
at O O I-PLOT
a O O I-PLOT
tokyo O O I-PLOT
hotel O O I-PLOT

it O O O
took O O O
three O O O
hours O O O
in O O O
make O O O
up O O O
to O O O
turn O O O
the O O O
23 O O O
year O O O
old O O O
lea O O B-ACTOR
thompson O O I-ACTOR
into O O O
the O O O
47 O O O
year O O O
old O O O
lorraine O O B-CHARACTER_NAME
for O O O
this O O O
1985 O O B-YEAR
comedy O O B-GENRE
adventure O O I-GENRE
film O O O

j O O B-DIRECTOR
j O O I-DIRECTOR
abrams O O I-DIRECTOR
insisted O O O
that O O O
the O O O
train O O O
station O O O
scenes O O O
were O O O
actually O O O
shot O O O
at O O O
night O O O
outside O O O
instead O O O
of O O O
in O O O
a O O O
studio O O O
for O O O
this O O O
2011 O O B-YEAR
sci O O B-GENRE
fi O O I-GENRE
feature O O O

jack O O B-ACTOR
black O O I-ACTOR
provided O O O
the O O O
lead O O O
voice O O O
in O O O
this O O O
2008 O O B-YEAR
animated O O B-GENRE
martial O O I-GENRE
arts O O I-GENRE
movie O O O
that O O O
spawned O O O
a O O O
2011 O O B-RELATIONSHIP
sequel O O I-RELATIONSHIP

jack O O B-ACTOR
nicholson O O I-ACTOR
stars O O O
as O O O
a O O B-PLOT
drop O O I-PLOT
out O O I-PLOT
from O O I-PLOT
upper O O I-PLOT
class O O I-PLOT
america O O I-PLOT
picks O O I-PLOT
up O O I-PLOT
work O O I-PLOT
along O O I-PLOT
the O O I-PLOT
way O O I-PLOT
on O O I-PLOT
oil O O I-PLOT
rigs O O I-PLOT
when O O I-PLOT
his O O I-PLOT
life O O I-PLOT
is O O I-PLOT
n O O I-PLOT
t O O I-PLOT
spent O O I-PLOT
in O O I-PLOT
a O O I-PLOT
squalid O O I-PLOT
succession O O I-PLOT
of O O I-PLOT
bars O O I-PLOT
motels O O I-PLOT
and O O I-PLOT
other O O I-PLOT
points O O I-PLOT
of O O I-PLOT
interest O O I-PLOT
in O O O
this O O O
1970 O O B-YEAR
drama O O B-GENRE

jack O O B-ACTOR
nicholson O O I-ACTOR
stars O O O
as O O O
a O O O
private O O B-YEAR
detective O O I-YEAR
in O O O
this O O O
classic O O B-OPINION
film O O O
about O O O
murder O O B-PLOT
and O O I-PLOT
water O O I-PLOT
rights O O I-PLOT
in O O I-PLOT
1930 O O I-PLOT
s O O I-PLOT
los O O I-PLOT
angeles O O I-PLOT

jack O O B-ACTOR
nicholson O O I-ACTOR
stars O O O
in O O O
this O O O
roman O O B-DIRECTOR
polanski O O I-DIRECTOR
mystery O O B-GENRE
drama O O I-GENRE
as O O O
a O O B-PLOT
private O O I-PLOT
detective O O I-PLOT
working O O I-PLOT
on O O I-PLOT
an O O I-PLOT
adultery O O I-PLOT
case O O I-PLOT
who O O I-PLOT
stumbles O O I-PLOT
upon O O I-PLOT
a O O I-PLOT
crime O O I-PLOT

jack O O B-CHARACTER_NAME
skellington O O I-CHARACTER_NAME
the O O I-CHARACTER_NAME
pumpkin O O I-CHARACTER_NAME
king O O I-CHARACTER_NAME
is O O O
the O O O
protagonist O O O
of O O O
this O O O
animated O O B-GENRE
movie O O O
this O O O
is O O O
halloween O O O

jackie O O B-ACTOR
chan O O I-ACTOR
stars O O O
in O O O
this O O O
family O O B-GENRE
film O O I-GENRE
about O O O
a O O O
secret O O B-PLOT
agent O O I-PLOT
who O O I-PLOT
takes O O I-PLOT
up O O I-PLOT
baby O O I-PLOT
sitting O O I-PLOT
when O O I-PLOT
his O O I-PLOT
real O O I-PLOT
job O O I-PLOT
comes O O I-PLOT
knocking O O I-PLOT

jake O O B-ACTOR
gyllenhaal O O I-ACTOR
and O O O
anne O O B-ACTOR
hathaway O O I-ACTOR
star O O O
in O O O
this O O O
movie O O O
set O O O
in O O O
pittsburgh O O O
jake O O O
s O O O
character O O O
sells O O B-PLOT
drugs O O I-PLOT
for O O I-PLOT
a O O I-PLOT
living O O I-PLOT

jake O O B-ACTOR
gyllenhaal O O I-ACTOR
grows O O B-PLOT
his O O I-PLOT
hair O O I-PLOT
long O O I-PLOT
and O O I-PLOT
travels O O I-PLOT
to O O I-PLOT
ancient O O I-PLOT
iran O O I-PLOT
to O O I-PLOT
save O O I-PLOT
a O O I-PLOT
princess O O I-PLOT
amidst O O I-PLOT
a O O I-PLOT
crumbling O O I-PLOT
empire O O I-PLOT

james O O B-ACTOR
cagney O O I-ACTOR
stars O O O
as O O O
a O O B-PLOT
young O O I-PLOT
hoodlum O O I-PLOT
who O O I-PLOT
rises O O I-PLOT
up O O I-PLOT
through O O I-PLOT
the O O I-PLOT
ranks O O I-PLOT
of O O I-PLOT
the O O I-PLOT
chicago O O I-PLOT
underworld O O I-PLOT
in O O O
this O O O
1931 O O B-YEAR
classic O O O

james O O B-ACTOR
cagney O O I-ACTOR
won O O B-AWARD
his O O O
only O O O
academy O O B-AWARD
award O O I-AWARD
for O O O
playing O O O
george O O B-CHARACTER_NAME
m O O I-CHARACTER_NAME
cohan O O I-CHARACTER_NAME
in O O O
what O O O
rousing O O B-PLOT
patriotic O O I-PLOT
warner O O O
bros O O O
musical O O B-GENRE

james O O B-DIRECTOR
cameron O O I-DIRECTOR
directed O O O
this O O O
1989 O O B-YEAR
science O O B-GENRE
fiction O O I-GENRE
wonder O O O
with O O O
ed O O B-ACTOR
harris O O I-ACTOR
and O O O
mary O O B-ACTOR
elizabeth O O I-ACTOR
mastrantonio O O I-ACTOR
staring O O O
this O O O
one O O O
should O O O
be O O O
easy O O O

james O O B-ACTOR
franco O O I-ACTOR
trains O O B-PLOT
a O O I-PLOT
genius O O I-PLOT
animal O O I-PLOT
who O O I-PLOT
eventually O O I-PLOT
rebelled O O I-PLOT
in O O O
this O O O
thrilling O O B-GENRE
prequel O O B-RELATIONSHIP
to O O I-RELATIONSHIP
a O O I-RELATIONSHIP
popular O O I-RELATIONSHIP
franchise O O I-RELATIONSHIP

james O O B-ACTOR
stewart O O I-ACTOR
and O O O
donna O O B-ACTOR
reed O O I-ACTOR
star O O O
in O O O
this O O O
film O O O
about O O O
an O O B-PLOT
angel O O I-PLOT
showing O O I-PLOT
a O O I-PLOT
businessman O O I-PLOT
what O O I-PLOT
his O O I-PLOT
life O O I-PLOT
would O O I-PLOT
be O O I-PLOT
like O O I-PLOT
if O O I-PLOT
he O O I-PLOT
never O O I-PLOT
existed O O I-PLOT

james O O B-ACTOR
stewart O O I-ACTOR
played O O O
elwood O O B-CHARACTER_NAME
p O O I-CHARACTER_NAME
dowd O O I-CHARACTER_NAME
speaking O O B-PLOT
to O O I-PLOT
an O O I-PLOT
invisible O O I-PLOT
rabbit O O I-PLOT
in O O O
this O O O
1950 O O B-YEAR
comedy O O B-GENRE
classic O O B-OPINION

james O O B-ACTOR
stewart O O I-ACTOR
who O O O
was O O O
portraying O O B-PLOT
charles O O B-CHARACTER_NAME
lindbergh O O I-CHARACTER_NAME
at O O O
the O O O
age O O O
of O O O
25 O O O
was O O O
47 O O O
when O O O
this O O O
1957 O O B-YEAR
film O O O
was O O O
made O O O

jamie O O B-ACTOR
lee O O I-ACTOR
curtis O O I-ACTOR
was O O O
awesome O O O
in O O O
this O O O
thriller O O B-GENRE
about O O O
a O O B-PLOT
murderer O O I-PLOT
who O O I-PLOT
kills O O I-PLOT
many O O I-PLOT
on O O I-PLOT
the O O I-PLOT
creepiest O O I-PLOT
night O O I-PLOT
of O O I-PLOT
the O O I-PLOT
year O O I-PLOT
only O O I-PLOT
later O O I-PLOT
to O O I-PLOT
find O O I-PLOT
out O O I-PLOT
it O O I-PLOT
s O O I-PLOT
her O O I-PLOT
own O O I-PLOT
brother O O I-PLOT

janet O O B-ACTOR
gaynor O O I-ACTOR
and O O O
george O O B-ACTOR
o O O I-ACTOR
brien O O I-ACTOR
starred O O O
in O O O
this O O O
famous O O B-OPINION
1927 O O B-YEAR
silent O O B-GENRE
picture O O O
directed O O O
by O O O
german O O O
filmmaker O O O
f O O B-DIRECTOR
w O O I-DIRECTOR
murnau O O I-DIRECTOR

japanese O O B-GENRE
animated O O I-GENRE
movie O O O
from O O O
the O O O
ghibli O O O
studio O O O
portrays O O O
a O O B-PLOT
girl O O I-PLOT
that O O I-PLOT
is O O I-PLOT
trying O O I-PLOT
to O O I-PLOT
break O O I-PLOT
the O O I-PLOT
curse O O I-PLOT
that O O I-PLOT
turned O O I-PLOT
her O O I-PLOT
parents O O I-PLOT
into O O I-PLOT
pigs O O I-PLOT

jason O O B-CHARACTER_NAME
and O O O
his O O O
hockey O O B-PLOT
mask O O I-PLOT
terrorize O O I-PLOT
teenagers O O I-PLOT
in O O O
this O O O
1980 O O B-YEAR
movie O O O
that O O O
spawned O O O
several O O O
sequels O O O

jason O O B-ACTOR
statham O O I-ACTOR
stars O O O
as O O O
an O O O
assassin O O B-PLOT
for O O I-PLOT
hire O O I-PLOT
in O O O
this O O O
2011 O O B-YEAR
action O O B-GENRE
picture O O O
which O O O
is O O O
a O O O
loose O O B-RELATIONSHIP
remake O O I-RELATIONSHIP
of O O I-RELATIONSHIP
a O O I-RELATIONSHIP
1972 O O I-RELATIONSHIP
charles O O I-RELATIONSHIP
bronson O O I-RELATIONSHIP
movie O O I-RELATIONSHIP

javier O O B-ACTOR
bardem O O I-ACTOR
received O O O
a O O O
best O O B-AWARD
supporting O O I-AWARD
actor O O I-AWARD
academy O O I-AWARD
award O O I-AWARD
for O O O
his O O O
performance O O O
as O O O
a O O O
relentless O O B-PLOT
killer O O I-PLOT
in O O O
this O O O
coen O O B-DIRECTOR
brothers O O I-DIRECTOR
film O O O

jean O O B-ACTOR
gabin O O I-ACTOR
and O O O
erich O O B-ACTOR
von O O I-ACTOR
stroheim O O I-ACTOR
starred O O O
in O O O
this O O O
1937 O O B-YEAR
french O O B-GENRE
classic O O B-OPINION
directed O O O
by O O O
jean O O B-DIRECTOR
renoir O O I-DIRECTOR
about O O B-PLOT
prisoners O O I-PLOT
during O O I-PLOT
world O O I-PLOT
war O O I-PLOT
i O O I-PLOT

jeremy O O B-ACTOR
renner O O I-ACTOR
took O O O
over O O O
for O O O
matt O O B-ACTOR
damon O O I-ACTOR
in O O O
this O O O
fourth O O O
installment O O B-RELATIONSHIP
of O O I-RELATIONSHIP
a O O I-RELATIONSHIP
popular O O I-RELATIONSHIP
action O O I-RELATIONSHIP
series O O I-RELATIONSHIP
based O O O
on O O O
books O O B-ORIGIN
by O O I-ORIGIN
robert O O I-ORIGIN
ludlum O O I-ORIGIN

jerry O O B-CHARACTER_NAME
lundegaard O O I-CHARACTER_NAME
s O O O
inept O O B-GENRE
crime O O B-PLOT
falls O O I-PLOT
apart O O I-PLOT
due O O I-PLOT
to O O I-PLOT
his O O I-PLOT
and O O I-PLOT
his O O I-PLOT
henchmen O O I-PLOT
s O O I-PLOT
bungling O O I-PLOT
and O O I-PLOT
the O O I-PLOT
persistent O O I-PLOT
police O O I-PLOT
work O O I-PLOT
of O O I-PLOT
the O O I-PLOT
quite O O I-PLOT
pregnant O O I-PLOT
marge O O B-ACTOR
gunderson O O I-ACTOR

jim O O B-ACTOR
carrey O O I-ACTOR
stars O O O
in O O O
this O O O
animated O O B-GENRE
adventure O O O
about O O O
an O O B-PLOT
elephant O O I-PLOT
who O O I-PLOT
tries O O I-PLOT
to O O I-PLOT
protect O O I-PLOT
a O O I-PLOT
tiny O O I-PLOT
community O O I-PLOT

jimmy O O B-ACTOR
stewart O O I-ACTOR
plays O O O
another O O O
american O O B-PLOT
legend O O I-PLOT
in O O I-PLOT
this O O I-PLOT
film O O I-PLOT
of O O I-PLOT
ingenuity O O I-PLOT
and O O I-PLOT
bravery O O I-PLOT
when O O I-PLOT
aviation O O I-PLOT
made O O I-PLOT
anything O O I-PLOT
seem O O I-PLOT
possible O O I-PLOT

jodelle O O B-ACTOR
ferland O O I-ACTOR
played O O O
a O O O
young O O B-PLOT
girl O O I-PLOT
who O O I-PLOT
had O O I-PLOT
been O O I-PLOT
roasted O O I-PLOT
alive O O I-PLOT
over O O I-PLOT
a O O I-PLOT
bonfire O O I-PLOT
in O O O
the O O O
2006 O O B-YEAR
film O O O
silent O O O
hill O O O
three O O B-YEAR
years O O I-YEAR
later O O I-YEAR
she O O O
also O O O
starred O O O
in O O O
a O O O
film O O O
in O O O
which O O O
her O O B-PLOT
parents O O I-PLOT
attempt O O I-PLOT
to O O I-PLOT
roast O O I-PLOT
her O O I-PLOT
in O O I-PLOT
an O O I-PLOT
oven O O I-PLOT
what O O O
is O O O
the O O O
name O O O
of O O O
this O O O
film O O O

jodie O O B-ACTOR
foster O O I-ACTOR
got O O O
a O O O
best O O B-AWARD
supporting O O I-AWARD
actress O O I-AWARD
oscar O O I-AWARD
nomination O O I-AWARD
for O O O
her O O O
performance O O O
as O O O
teen O O B-PLOT
prostitute O O I-PLOT
iris O O B-CHARACTER_NAME
in O O O
this O O O
1976 O O B-YEAR
martin O O B-DIRECTOR
scorsese O O I-DIRECTOR
film O O O

john O O B-ACTOR
hurt O O I-ACTOR
played O O O
john O O B-CHARACTER_NAME
merrick O O I-CHARACTER_NAME
in O O O
this O O O
david O O B-DIRECTOR
lynch O O I-DIRECTOR
film O O O
also O O O
starring O O O
anthony O O B-ACTOR
hopkins O O I-ACTOR
as O O O
a O O O
sympathetic O O O
doctor O O O

john O O B-CHARACTER_NAME
mcclane O O I-CHARACTER_NAME
officer O O B-PLOT
of O O I-PLOT
the O O I-PLOT
nypd O O I-PLOT
tries O O I-PLOT
to O O I-PLOT
save O O I-PLOT
wife O O I-PLOT
holly O O I-PLOT
and O O I-PLOT
several O O I-PLOT
others O O I-PLOT
taken O O I-PLOT
hostage O O I-PLOT
by O O I-PLOT
a O O I-PLOT
german O O I-PLOT
terrorist O O I-PLOT
in O O O
this O O O
1988 O O B-YEAR
action O O B-GENRE
movie O O I-GENRE

john O O B-DIRECTOR
singleton O O I-DIRECTOR
directed O O O
this O O O
2011 O O B-YEAR
action O O B-GENRE
thriller O O I-GENRE
starring O O O
taylor O O B-ACTOR
lautner O O I-ACTOR
as O O O
a O O B-PLOT
pittsburgh O O I-PLOT
teenager O O I-PLOT
on O O I-PLOT
the O O I-PLOT
run O O I-PLOT
from O O I-PLOT
both O O I-PLOT
the O O I-PLOT
cia O O I-PLOT
and O O I-PLOT
bad O O I-PLOT
guys O O I-PLOT

johnny O O B-ACTOR
depp O O I-ACTOR
s O O O
first O O O
movie O O O
role O O O
in O O O
this O O O
wes O O B-DIRECTOR
craven O O I-DIRECTOR
s O O O
1984 O O B-YEAR
cult O O B-OPINION
classic O O I-OPINION
about O O O
teenagers O O B-PLOT
being O O I-PLOT
