-DOCSTART- -X- -X- O
food O O O

i O O O
would O O O
like O O O
to O O O
find O O O
a O O O
seafood O O B-CUISINE
restaurant O O O
the O O O
restaurant O O O
should O O O
be O O O
kid O O B-AMENITY
friendly O O I-AMENITY

i O O O
would O O O
like O O O
to O O O
find O O O
a O O O
subway O O B-RESTAURANT_NAME
along O O B-LOCATION
my O O I-LOCATION
route O O I-LOCATION

i O O O
would O O O
like O O O
to O O O
find O O O
a O O O
taco O O B-CUISINE
restaurant O O O
in O O O
rockford O O B-LOCATION
illinois O O I-LOCATION

i O O O
would O O O
like O O O
to O O O
find O O O
a O O O
thai O O B-CUISINE
restaurant O O O
on O O O
the O O O
southside O O B-LOCATION
of O O O
town O O O
that O O O
offers O O O
a O O O
mild O O B-DISH
curry O O I-DISH

i O O O
would O O O
like O O O
to O O O
find O O O
an O O O
italian O O B-CUISINE
restaurants O O O

i O O O
would O O O
like O O O
to O O O
find O O O
japanese O O B-CUISINE
food O O O
in O O O
my O O B-LOCATION
area O O I-LOCATION

i O O O
would O O O
like O O O
to O O O
find O O O
some O O O
diners O O B-CUISINE
that O O O
are O O O
open O O B-HOURS
at O O I-HOURS
this O O I-HOURS
hour O O I-HOURS

i O O O
would O O O
like O O O
to O O O
find O O O
some O O O
mexican O O B-CUISINE
food O O O

i O O O
would O O O
like O O O
to O O O
find O O O
the O O O
closest O O B-LOCATION
burger O O B-RESTAURANT_NAME
king O O I-RESTAURANT_NAME

i O O O
would O O O
like O O O
to O O O
find O O O
the O O O
closest O O B-LOCATION
place O O I-LOCATION
to O O O
get O O O
some O O O
chinese O O B-CUISINE
food O O O

i O O O
would O O O
like O O O
to O O O
find O O O
the O O O
nearest O O B-LOCATION
diner O O B-CUISINE
in O O O
my O O O
area O O O

i O O O
would O O O
like O O O
to O O O
find O O O
the O O O
nearest O O B-LOCATION
subway O O B-RESTAURANT_NAME

i O O O
would O O O
like O O O
to O O O
get O O O
a O O O
hamburger O O B-DISH
where O O O
is O O O
the O O O
closest O O B-LOCATION
location O O O

i O O O
would O O O
like O O O
to O O O
get O O O
some O O O
chinese O O B-CUISINE
food O O O
please O O O
find O O O
the O O O
nearest O O B-LOCATION
takeout O O B-AMENITY
place O O O

i O O O
would O O O
like O O O
to O O O
get O O O
some O O O
fast O O B-CUISINE
food O O I-CUISINE
what O O O
are O O O
nearest O O B-LOCATION
locations O O O
to O O O
me O O O

i O O O
would O O O
like O O O
to O O O
get O O O
some O O O
fish O O B-DISH
where O O O
is O O O
the O O O
closest O O B-LOCATION
location O O O
to O O O
me O O O

i O O O
would O O O
like O O O
to O O O
get O O O
something O O O
to O O O
eat O O O

i O O O
would O O O
like O O O
to O O O
get O O O
the O O O
name O O O
of O O O
a O O O
restaurant O O O
nearby O O B-LOCATION
that O O O
serves O O O
excellent O O B-RATING
food O O I-RATING

i O O O
would O O O
like O O O
to O O O
get O O O
to O O O
a O O O
restaurant O O O
that O O O
is O O O
kids O O B-AMENITY
friendly O O I-AMENITY

i O O O
would O O O
like O O O
to O O O
get O O O
to O O O
an O O O
american O O B-CUISINE
diner O O I-CUISINE
that O O O
has O O O
parking O O B-AMENITY

i O O O
would O O O
like O O O
to O O O
go O O O
to O O O
a O O O
fast O O B-CUISINE
food O O I-CUISINE
restaurant O O O

i O O O
would O O O
like O O O
to O O O
go O O O
to O O O
a O O O
fast O O B-CUISINE
food O O I-CUISINE
restaurant O O O
but O O O
not O O B-AMENITY
mcdonalds O O I-AMENITY

i O O O
would O O O
like O O O
to O O O
go O O O
to O O O
a O O O
new O O B-AMENITY
bar O O B-CUISINE
one O O O
i O O O
have O O O
not O O O
been O O O
to O O O
before O O O
could O O O
you O O O
suggest O O O
one O O O
please O O O

i O O O
would O O O
like O O O
to O O O
go O O O
to O O O
a O O O
steampunk O O B-AMENITY
flavored O O I-AMENITY
bar O O B-CUISINE
could O O O
you O O O
direct O O O
me O O O
to O O O
one O O O

i O O O
would O O O
like O O O
to O O O
go O O O
to O O O
a O O O
sushi O O B-DISH
restaurant O O O
with O O O
an O O O
affordable O O B-PRICE
price O O O
formal O O B-AMENITY
setting O O I-AMENITY
accepts O O I-AMENITY
credit O O I-AMENITY
cards O O I-AMENITY
and O O O
has O O O
a O O O
smoking O O B-AMENITY
area O O I-AMENITY

i O O O
would O O O
like O O O
to O O O
have O O O
dinner O O O
at O O O
applebees O O B-RESTAURANT_NAME

i O O O
would O O O
like O O O
to O O O
hear O O O
5 O O B-RATING
positive O O I-RATING
and O O O
5 O O B-RATING
negative O O I-RATING
reviews O O I-RATING
for O O O
bonefish O O B-RESTAURANT_NAME
grill O O I-RESTAURANT_NAME

i O O O
would O O O
like O O O
to O O O
know O O O
of O O O
a O O O
place O O O
that O O O
has O O O
a O O O
five O O B-RATING
star O O I-RATING
champagne O O B-DISH
bruch O O I-DISH

i O O O
would O O O
like O O O
to O O O
know O O O
the O O O
highest O O B-RATING
rated O O I-RATING
italian O O B-CUISINE
restaurant O O O
in O O O
phoenix O O B-LOCATION
metro O O I-LOCATION
on O O O
yelp O O O

i O O O
would O O O
like O O O
to O O O
know O O O
which O O O
highly O O B-RATING
rated O O I-RATING
chinese O O B-CUISINE
restaurants O O O
serving O O O
cantonese O O B-CUISINE
cuisine O O O
are O O O
in O O B-LOCATION
this O O I-LOCATION
neighborhood O O I-LOCATION

i O O O
would O O O
like O O O
to O O O
locate O O O
a O O O
mexican O O B-CUISINE
restaurant O O O
that O O O
is O O O
highly O O B-RATING
rated O O I-RATING
and O O O
offers O O O
outdoor O O B-AMENITY
dining O O I-AMENITY

i O O O
would O O O
like O O O
to O O O
make O O O
600 O O B-HOURS
pm O O I-HOURS
reservations O O O
for O O O
two O O O
at O O O
mothers O O B-RESTAURANT_NAME
restaurant O O I-RESTAURANT_NAME

i O O O
would O O O
like O O O
to O O O
make O O O
a O O O
reservation O O O
at O O O
an O O O
italian O O B-CUISINE
restaurant O O O
whose O O O
specialties O O O
include O O O
eggplant O O B-DISH
parmesan O O I-DISH

i O O O
would O O O
like O O O
to O O O
make O O O
reservation O O O
to O O O
a O O O
restaurant O O O
that O O O
serves O O O
american O O B-CUISINE
food O O O

i O O O
would O O O
like O O O
to O O O
make O O O
reservations O O B-AMENITY
at O O O
a O O O
highly O O B-RATING
rated O O I-RATING
restaurant O O O
for O O O
tonight O O B-HOURS

i O O O
would O O O
like O O O
to O O O
place O O O
a O O O
restaurant O O O
order O O O
number O O O

i O O O
would O O O
like O O O
to O O O
take O O O
my O O O
date O O O
to O O O
eat O O O
mushrooms O O B-DISH

i O O O
would O O O
like O O O
to O O O
try O O O
an O O O
exotic O O B-DISH
new O O I-DISH
meat O O I-DISH
could O O O
you O O O
find O O O
a O O O
place O O O
that O O O
has O O O
meat O O B-DISH
besides O O I-DISH
beef O O I-DISH
and O O I-DISH
chicken O O I-DISH

i O O O
would O O O
like O O O
to O O O
try O O O
nepalese O O B-CUISINE
cuisine O O O
today O O B-HOURS
is O O O
there O O O
an O O O
affordable O O B-PRICE
place O O O
close O O B-LOCATION
by O O I-LOCATION

i O O O
would O O O
like O O O
you O O O
to O O O
find O O O
me O O O
a O O O
fancy O O B-AMENITY
outdoors O O I-AMENITY
resturaunt O O O
near O O B-LOCATION
the O O I-LOCATION
hamptons O O I-LOCATION

i O O O
would O O O
love O O O
some O O O
german O O B-CUISINE
suggestions O O O

i O O O
would O O O
love O O O
some O O O
spagetti O O B-DISH
tonight O O B-HOURS

i O O O
would O O O
love O O O
to O O O
find O O O
some O O O
local O O B-LOCATION
barbecue O O B-DISH
sauces O O I-DISH
within O O O
five O O B-LOCATION
miles O O I-LOCATION
of O O I-LOCATION
here O O I-LOCATION

i O O O
would O O O
love O O O
to O O O
have O O O
some O O O
breakfast O O B-CUISINE
if O O O
you O O O
can O O O
locate O O O
something O O O
for O O O
me O O O

i O O O
would O O O
love O O O
to O O O
have O O O
some O O O
chinese O O B-CUISINE
food O O O
right O O B-HOURS
now O O I-HOURS

i O O O
would O O O
to O O O
find O O O
a O O O
seafood O O B-CUISINE
restaurant O O O
that O O O
isnt O O B-AMENITY
a O O I-AMENITY
chain O O I-AMENITY
like O O O
red O O O
lobster O O O

id O O O
like O O O
a O O O
buffet O O B-CUISINE
american O O I-CUISINE
food O O O
for O O O
under O O B-PRICE
fifteen O O I-PRICE
dollars O O I-PRICE

id O O O
like O O O
a O O O
casual O O B-AMENITY
dining O O I-AMENITY
restaurant O O O
that O O O
has O O O
an O O O
all O O B-AMENITY
you O O I-AMENITY
can O O I-AMENITY
eat O O I-AMENITY
buffet O O I-AMENITY
and O O O
is O O O
kid O O B-AMENITY
friendly O O I-AMENITY

id O O O
like O O O
a O O O
child O O B-AMENITY
friendly O O I-AMENITY
place O O O
to O O O
eat O O O
with O O O
at O O O
least O O O
3 O O B-RATING
positive O O I-RATING
reviews O O I-RATING

id O O O
like O O O
a O O O
german O O B-CUISINE
restaurant O O O
that O O O
takes O O B-AMENITY
reservations O O I-AMENITY

id O O O
like O O O
a O O O
lunch O O B-AMENITY
buffet O O I-AMENITY
that O O O
is O O O
under O O B-PRICE
10 O O I-PRICE
within O O B-LOCATION
15 O O I-LOCATION
minutes O O I-LOCATION
of O O O
here O O O

id O O O
like O O O
a O O O
nearby O O B-LOCATION
italian O O B-CUISINE
resturaunt O O O

id O O O
like O O O
a O O O
pho O O B-CUISINE
restaurant O O O
that O O O
is O O O
open O O B-HOURS
every O O I-HOURS
day O O I-HOURS

id O O O
like O O O
a O O O
phone O O O
number O O O
for O O O
fuji O O B-RESTAURANT_NAME
ya O O I-RESTAURANT_NAME
in O O O
minneapolis O O B-LOCATION

id O O O
like O O O
a O O O
pizza O O B-DISH

id O O O
like O O O
a O O O
pub O O B-CUISINE
that O O O
allows O O O
smoking O O B-AMENITY

id O O O
like O O O
a O O O
pub O O B-CUISINE
style O O I-CUISINE
restaurant O O O
moderately O O B-PRICE
priced O O O
with O O O
an O O O
outdoor O O B-AMENITY
seating O O I-AMENITY
area O O I-AMENITY

id O O O
like O O O
a O O O
restaurant O O O
that O O O
serves O O O
gyros O O B-DISH

id O O O
like O O O
a O O O
restaurant O O O
with O O O
a O O O
beer O O B-AMENITY
garden O O I-AMENITY

id O O O
like O O O
a O O O
romantic O O B-AMENITY
spot O O O
tonight O O B-HOURS

id O O O
like O O O
a O O O
sports O O B-CUISINE
bar O O I-CUISINE
that O O O
serves O O O
food O O O
and O O O
has O O O
a O O O
tv O O B-AMENITY

id O O O
like O O O
cheap O O B-PRICE
mexican O O B-CUISINE
food O O O

id O O O
like O O O
some O O O
chinese O O B-CUISINE
food O O O

id O O O
like O O O
some O O O
italian O O B-CUISINE
food O O O

id O O O
like O O O
to O O O
bring O O O
my O O O
kids O O O
to O O O
a O O O
bar O O B-CUISINE
and O O I-CUISINE
grill O O I-CUISINE
which O O O
one O O O
near O O B-LOCATION
is O O O
family O O B-AMENITY
friendly O O I-AMENITY

id O O O
like O O O
to O O O
eat O O O
at O O O
a O O O
restaurant O O O
no O O B-LOCATION
farther O O I-LOCATION
than O O I-LOCATION
10 O O I-LOCATION
miles O O I-LOCATION
away O O I-LOCATION
with O O O
a O O O
smoking O O B-AMENITY
area O O I-AMENITY

id O O O
like O O O
to O O O
eat O O O
at O O O
a O O O
seafood O O B-CUISINE
place O O O
that O O O
isnt O O B-AMENITY
part O O I-AMENITY
of O O I-AMENITY
a O O I-AMENITY
chain O O I-AMENITY

id O O O
like O O O
to O O O
eat O O O
at O O O
a O O O
spanish O O B-CUISINE
restaurant O O O
which O O O
serves O O O
margaritas O O B-DISH
and O O O
where O O O
i O O O
can O O O
eat O O B-AMENITY
outdoors O O I-AMENITY

id O O O
like O O O
to O O O
eat O O O
at O O O
an O O O
italian O O B-CUISINE
restaurant O O O
tonight O O B-HOURS

id O O O
like O O O
to O O O
eat O O O
in O O O
a O O O
chinese O O B-CUISINE
and O O I-CUISINE
thai O O I-CUISINE
restaurant O O O
within O O B-LOCATION
20 O O I-LOCATION
minutes O O I-LOCATION
of O O O
here O O O

id O O O
like O O O
to O O O
eat O O O
in O O O
about O O B-LOCATION
20 O O I-LOCATION
minutes O O I-LOCATION
are O O O
there O O O
any O O O
restaurants O O O
on O O O
my O O B-LOCATION
route O O I-LOCATION

id O O O
like O O O
to O O O
eat O O O
lunch O O B-CUISINE
at O O O
a O O O
mexican O O B-CUISINE
restaurant O O O

id O O O
like O O O
to O O O
eat O O O
outside O O B-AMENITY
at O O O
a O O O
diner O O B-CUISINE

id O O O
like O O O
to O O O
eat O O O
something O O O
spicy O O B-CUISINE
today O O O
can O O O
you O O O
find O O O
me O O O
a O O O
spot O O O

id O O O
like O O O
to O O O
find O O O
a O O O
bistro O O B-CUISINE
with O O O
a O O O
lunch O O B-AMENITY
special O O I-AMENITY
for O O O
under O O B-PRICE
10 O O I-PRICE

id O O O
like O O O
to O O O
find O O O
a O O O
cafe O O B-CUISINE
where O O O
i O O O
can O O O
get O O O
coffee O O B-DISH
and O O O
a O O O
pastry O O B-DISH

id O O O
like O O O
to O O O
find O O O
a O O O
cheap O O B-PRICE
breakfast O O B-CUISINE

id O O O
like O O O
to O O O
find O O O
a O O O
chinese O O B-CUISINE
restaurant O O O
in O O B-LOCATION
this O O I-LOCATION
town O O I-LOCATION
that O O O
has O O O
lunch O O B-DISH
specials O O B-PRICE

id O O O
like O O O
to O O O
find O O O
a O O O
chinese O O B-CUISINE
restaurant O O O
nearby O O B-LOCATION
that O O O
delivers O O B-AMENITY

id O O O
like O O O
to O O O
find O O O
a O O O
decent O O B-RATING
italian O O B-CUISINE
restaurant O O O
near O O B-LOCATION
by O O I-LOCATION

id O O O
like O O O
to O O O
find O O O
a O O O
fast O O B-CUISINE
food O O I-CUISINE
burger O O B-DISH
restaurant O O O

id O O O
like O O O
to O O O
find O O O
a O O O
fine O O B-CUISINE
dining O O I-CUISINE
establishment O O O
with O O O
valet O O B-AMENITY
parking O O I-AMENITY

id O O O
like O O O
to O O O
find O O O
a O O O
place O O O
that O O O
serves O O O
pho O O B-CUISINE
within O O O
a O O O
10 O O B-LOCATION
minute O O I-LOCATION
drive O O I-LOCATION
that O O O
stays O O O
open O O B-HOURS
until O O I-HOURS
9 O O I-HOURS
pm O O I-HOURS
please O O O

id O O O
like O O O
to O O O
find O O O
a O O O
place O O O
to O O O
do O O O
wine O O B-AMENITY
tasting O O I-AMENITY

id O O O
like O O O
to O O O
find O O O
a O O O
quiet O O B-AMENITY
place O O O
where O O O
i O O O
can O O O
eat O O O
ice O O B-DISH
cream O O I-DISH
in O O O
the O O O
early O O B-HOURS
afternoon O O I-HOURS

id O O O
like O O O
to O O O
find O O O
a O O O
sit O O B-AMENITY
down O O I-AMENITY
restaurant O O O
with O O O
a O O O
bar O O B-AMENITY
and O O O
smoking O O B-AMENITY
section O O I-AMENITY

id O O O
like O O O
to O O O
find O O O
an O O O
italian O O B-CUISINE
restaurant O O O
that O O O
has O O O
lasagne O O B-DISH

id O O O
like O O O
to O O O
find O O O
an O O O
italian O O B-CUISINE
restaurant O O O
within O O B-LOCATION
5 O O I-LOCATION
miles O O I-LOCATION
of O O O
here O O O

id O O O
like O O O
to O O O
find O O O
an O O O
upscale O O B-PRICE
mexican O O B-CUISINE
restaurant O O O

id O O O
like O O O
to O O O
find O O O
an O O O
upscale O O B-AMENITY
restaurant O O O
with O O O
private O O B-AMENITY
room O O I-AMENITY
or O O O
section O O B-AMENITY
available O O O
for O O O
a O O O
business O O B-AMENITY
dinner O O B-HOURS
for O O O
12 O O O
people O O O

id O O O
like O O O
to O O O
find O O O
the O O O
nearest O O B-LOCATION
coffee O O B-CUISINE
shop O O O

id O O O
like O O O
to O O O
get O O O
a O O O
hot O O B-DISH
dog O O I-DISH
with O O I-DISH
chili O O I-DISH

id O O O
like O O O
to O O O
get O O O
a O O O
potato O O B-DISH
pie O O I-DISH
at O O O
a O O O
bar O O B-CUISINE

id O O O
like O O O
to O O O
get O O O
some O O O
curry O O B-DISH
and O O O
i O O O
dont O O O
want O O O
to O O O
drive O O O
more O O O
than O O O
10 O O B-LOCATION
minutes O O I-LOCATION

id O O O
like O O O
to O O O
get O O O
something O O O
to O O O
eat O O O
after O O B-HOURS
midnight O O I-HOURS

id O O O
like O O O
to O O O
get O O O
the O O O
phone O O O
number O O O
of O O O
the O O O
best O O B-RATING
jamaican O O B-CUISINE
place O O O
around O O B-LOCATION

id O O O
like O O O
to O O O
go O O O
to O O O
a O O O
bar O O B-CUISINE
that O O O
currently O O O
has O O O
a O O O
happy O O B-AMENITY
hour O O I-AMENITY

id O O O
like O O O
to O O O
go O O O
to O O O
a O O O
diner O O B-CUISINE
in O O O
a O O O
historic O O B-AMENITY
area O O I-AMENITY

id O O O
like O O O
to O O O
go O O O
to O O O
a O O O
nice O O B-RATING
italian O O B-CUISINE
restaurant O O O
lets O O O
find O O O
one O O O
close O O B-LOCATION
by O O O

id O O O
like O O O
to O O O
go O O O
to O O O
a O O O
restaurant O O O
that O O O
gets O O O
fresh O O B-AMENITY
organic O O I-AMENITY
ingredients O O I-AMENITY
delivered O O I-AMENITY
several O O I-AMENITY
times O O I-AMENITY
per O O I-AMENITY
day O O I-AMENITY

id O O O
like O O O
to O O O
go O O O
to O O O
a O O O
top O O B-RATING
rated O O I-RATING
restraurant O O O
around O O B-LOCATION
here O O I-LOCATION
that O O O
i O O O
havent O O O
gone O O O
to O O O
before O O O

id O O O
like O O O
to O O O
go O O O
to O O O
an O O O
asian O O B-CUISINE
restaurant O O O
that O O O
has O O O
sriracha O O B-DISH
sauce O O I-DISH

id O O O
like O O O
to O O O
go O O O
to O O O
an O O O
upscale O O B-AMENITY
seafood O O B-CUISINE
restaurant O O O
tonight O O O
for O O O
my O O O
anniversary O O O

id O O O
like O O O
to O O O
go O O O
to O O O
buk O O B-RESTAURANT_NAME
kyung O O I-RESTAURANT_NAME
li O O I-RESTAURANT_NAME

id O O O
like O O O
to O O O
go O O O
to O O O
pizza O O B-RESTAURANT_NAME
hut O O I-RESTAURANT_NAME

id O O O
like O O O
to O O O
have O O O
a O O O
burger O O B-DISH
where O O O
can O O O
i O O O
get O O O
a O O O
good O O B-RATING
gourmet O O I-RATING
one O O O
not O O O
fast O O B-CUISINE
food O O I-CUISINE

id O O O
like O O O
to O O O
have O O O
a O O O
few O O O
drinks O O B-CUISINE
at O O O
a O O O
theater O O B-AMENITY
restaurant O O O
less O O B-LOCATION
than O O I-LOCATION
3 O O I-LOCATION
miles O O I-LOCATION
from O O I-LOCATION
here O O I-LOCATION

id O O O
like O O O
to O O O
have O O O
lunch O O B-HOURS
on O O O
a O O O
patio O O B-AMENITY

id O O O
like O O O
to O O O
have O O O
some O O O
pasta O O B-DISH
for O O O
my O O O
business O O O
lunch O O B-HOURS
in O O O
the O O O
north O O B-LOCATION
end O O I-LOCATION

id O O O
like O O O
to O O O
know O O O
the O O O
phone O O O
number O O O
of O O O
the O O O
highest O O B-RATING
rated O O I-RATING
restaurant O O O
in O O B-LOCATION
my O O I-LOCATION
location O O I-LOCATION

id O O O
like O O O
to O O O
make O O O
a O O O
reservation O O B-AMENITY
at O O O
a O O O
high O O B-AMENITY
end O O I-AMENITY
american O O B-CUISINE
restaurant O O O

id O O O
like O O O
to O O O
make O O O
a O O O
reservation O O O
at O O O
ruths O O B-RESTAURANT_NAME
for O O O
two O O O
in O O B-HOURS
an O O I-HOURS
hour O O I-HOURS

id O O O
like O O O
to O O O
sit O O O
down O O O
for O O O
a O O O
romantic O O B-AMENITY
dinner O O B-CUISINE

id O O O
like O O O
to O O O
try O O O
a O O O
four O O B-RATING
star O O I-RATING
restaurant O O O
that O O O
has O O O
a O O O
lunch O O B-HOURS
menu O O O

id O O O
like O O O
to O O O
try O O O
thai O O B-CUISINE
food O O O
tonight O O O
but O O O
id O O O
like O O O
it O O O
to O O O
be O O O
in O O O
a O O O
restaurant O O O
thats O O O
gotten O O O
good O O B-RATING
reviews O O O

id O O O
like O O O
you O O O
to O O O
make O O O
me O O O
a O O O
reservation O O O
for O O O
two O O O
at O O O
an O O O
upscale O O B-AMENITY
restaurent O O O
entrees O O B-AMENITY
40 O O B-PRICE
60 O O I-PRICE
booth O O B-AMENITY
not O O I-AMENITY
a O O I-AMENITY
table O O I-AMENITY
with O O I-AMENITY
privacy O O I-AMENITY
dim O O I-AMENITY
lighting O O I-AMENITY
soft O O I-AMENITY
music O O I-AMENITY
and O O O
dance O O B-AMENITY
floor O O I-AMENITY

id O O O
love O O O
to O O O
find O O O
a O O O
burrito O O B-DISH
within O O B-LOCATION
the O O I-LOCATION
next O O I-LOCATION
half O O I-LOCATION
hour O O I-LOCATION

if O O O
i O O O
like O O O
duck O O B-DISH
what O O O
is O O O
a O O O
restaurant O O O
that O O O
i O O O
might O O O
like O O O
to O O O
eat O O O
at O O O

if O O O
you O O O
would O O O
be O O O
so O O O
kind O O O
please O O O
help O O O
me O O O
pick O O O
a O O O
place O O O
to O O O
eat O O O
at O O O
for O O O
4 O O O
people O O O
with O O B-LOCATION
in O O I-LOCATION
the O O I-LOCATION
city O O I-LOCATION

im O O O
a O O O
bit O O O
hungry O O O
could O O O
you O O O
show O O O
me O O O
the O O O
nearest O O B-LOCATION
cafe O O B-CUISINE

im O O O
arranging O O O
a O O O
black O O O
tie O O O
event O O B-LOCATION
around O O I-LOCATION
lunch O O O
time O O O
and O O O
i O O O
need O O O
exquisite O O B-CUISINE
sea O O I-CUISINE
food O O I-CUISINE

im O O O
craving O O O
a O O O
pastrami O O B-DISH
on O O I-DISH
rye O O I-DISH
wheres O O O
the O O O
nearest O O B-LOCATION
deli O O B-CUISINE

im O O O
craving O O O
breakfast O O B-CUISINE
any O O O
suggestions O O O

im O O O
craving O O O
burger O O B-CUISINE
find O O O
me O O O
one O O O
please O O O

im O O O
craving O O O
chicken O O B-DISH
fried O O I-DISH
waffles O O I-DISH

im O O O
craving O O O
chipotle O O B-RESTAURANT_NAME

im O O O
craving O O O
for O O O
chocolate O O B-DISH
cheesecaje O O I-DISH

im O O O
craving O O O
rolled O O B-DISH
tacos O O I-DISH
right O O O
now O O O

im O O O
craving O O O
some O O O
cheap O O B-PRICE
sausages O O B-DISH
who O O O
has O O O
that O O O
and O O O
opens O O B-HOURS
before O O I-HOURS
noon O O I-HOURS

im O O O
craving O O O
some O O O
chinese O O B-CUISINE
food O O O
take O O B-AMENITY
out O O I-AMENITY
nearby O O B-LOCATION

im O O O
craving O O O
some O O O
good O O O
bar O O B-CUISINE
food O O O
maybe O O O
a O O O
cheeseburger O O B-DISH

im O O O
craving O O O
some O O O
italian O O B-CUISINE

im O O O
craving O O O
udon O O B-DISH
noodle O O I-DISH
soup O O I-DISH

im O O O
curious O O O
to O O O
try O O O
an O O O
expensive O O B-PRICE
steamed O O B-DISH
burger O O I-DISH
place O O O

im O O O
dying O O O
for O O O
a O O O
pancake O O B-DISH
right O O O
now O O O

im O O O
feeling O O O
like O O O
authentic O O B-DISH
new O O I-DISH
york O O I-DISH
pizza O O I-DISH
is O O O
there O O O
a O O O
place O O O
close O O B-LOCATION
by O O I-LOCATION

im O O O
feeling O O O
like O O O
mexican O O B-CUISINE
food O O O
today O O O

im O O O
feeling O O O
like O O O
pizza O O B-DISH

im O O O
feeling O O O
mexican O O B-CUISINE
food O O O

im O O O
feeling O O O
rather O O O
hungry O O O
do O O O
you O O O
have O O O
any O O O
recommendations O O O
for O O O
a O O O
place O O O
to O O O
eat O O O

im O O O
from O O O
philly O O O
and O O O
really O O O
needs O O O
my O O O
monthly O O O
fix O O O
of O O O
cheesesteak O O B-DISH
do O O O
you O O O
know O O O
where O O O
i O O O
can O O O
get O O O
a O O O
good O O B-RATING
one O O O

im O O O
going O O O
to O O O
eat O O O
out O O O
with O O O
some O O O
guys O O O
from O O O
work O O B-AMENITY
where O O O
would O O O
you O O O
go O O O

im O O O
going O O O
to O O O
want O O O
dinner O O B-HOURS
within O O B-LOCATION
the O O I-LOCATION
next O O I-LOCATION
100 O O I-LOCATION
miles O O I-LOCATION
can O O O
you O O O
help O O O
me O O O
find O O O
a O O O
place O O O

im O O O
hoping O O O
to O O O
find O O O
a O O O
good O O B-RATING
gyro O O B-DISH
joint O O O
any O O O
ideas O O O

im O O O
hungry O O O

im O O O
hungry O O O
and O O O
broke O O O
can O O O
you O O O
find O O O
somewhere O O O
cheap O O B-PRICE
to O O O
eat O O O

im O O O
hungry O O O
and O O O
i O O O
want O O O
brazilian O O B-CUISINE
food O O O

im O O O
hungry O O O
and O O O
i O O O
want O O O
something O O O
fast O O B-AMENITY

im O O O
hungry O O O
but O O O
i O O O
dont O O O
want O O O
to O O O
drive O O O
far O O O
pick O O O
the O O O
closest O O B-LOCATION
restaurant O O O

im O O O
hungry O O O
can O O O
you O O O
look O O O
for O O O
the O O O
closest O O B-LOCATION
fast O O B-CUISINE
food O O I-CUISINE
restaurant O O O
from O O B-LOCATION
my O O I-LOCATION
location O O I-LOCATION

im O O O
hungry O O O
find O O O
me O O O
a O O O
cheap O O B-PRICE
burrito O O B-DISH
please O O O

im O O O
hungry O O O
for O O O
a O O O
burger O O B-DISH
and O O I-DISH
fries O O I-DISH

im O O O
hungry O O O
for O O O
anything O O O
tell O O O
me O O O
what O O O
restaurants O O O
are O O O
within O O B-LOCATION
a O O I-LOCATION
5 O O I-LOCATION
mile O O I-LOCATION
radius O O I-LOCATION

im O O O
hungry O O O
for O O O
apple O O B-DISH
fritters O O I-DISH

im O O O
hungry O O O
for O O O
chinese O O B-CUISINE
any O O O
take O O B-AMENITY
out O O I-AMENITY
places O O O
nearby O O B-LOCATION

im O O O
hungry O O O
for O O O
chinese O O B-CUISINE
food O O O

im O O O
hungry O O O
for O O O
kentucy O O B-RESTAURANT_NAME
fried O O I-RESTAURANT_NAME
chicken O O I-RESTAURANT_NAME

im O O O
hungry O O O
for O O O
mexican O O B-CUISINE
food O O O

im O O O
hungry O O O
for O O O
mexican O O B-CUISINE
food O O O
can O O O
you O O O
find O O O
someplace O O O
local O O B-LOCATION

im O O O
hungry O O O
for O O O
rib O O B-DISH
eye O O I-DISH
wheres O O O
the O O O
closest O O B-LOCATION
steakhouse O O B-CUISINE

im O O O
hungry O O O
for O O O
some O O O
mexican O O B-CUISINE
food O O O

im O O O
hungry O O O
for O O O
some O O O
nachos O O B-DISH

im O O O
hungry O O O
for O O O
some O O O
tacos O O B-DISH
take O O O
me O O O
to O O O
a O O O
mexican O O B-CUISINE
restaurant O O O

im O O O
hungry O O O
for O O O
tacos O O B-DISH
are O O O
there O O O
any O O O
carry O O B-AMENITY
out O O I-AMENITY
mexican O O B-CUISINE
restaurants O O O
around O O B-LOCATION
here O O I-LOCATION

im O O O
hungry O O O
list O O O
restaurants O O O
near O O B-LOCATION
my O O I-LOCATION
location O O I-LOCATION
that O O O
are O O O
rated O O B-RATING
3 O O I-RATING
stars O O I-RATING
and O O I-RATING
above O O I-RATING

im O O O
hungry O O O
search O O O
for O O O
the O O O
nearest O O B-LOCATION
place O O O
to O O O
eat O O O

im O O O
hungry O O O
take O O O
me O O O
to O O O
the O O O
nearest O O B-LOCATION
mcdonalds O O B-RESTAURANT_NAME

im O O O
hungry O O O
there O O O
anyplace O O O
a O O O
guy O O O
could O O O
get O O O
a O O O
steak O O B-DISH
at O O O
this O O B-HOURS
time O O I-HOURS
of O O I-HOURS
night O O I-HOURS

im O O O
hungry O O O
what O O O
are O O O
we O O O
close O O B-LOCATION
